,ForecastId,Province_State,Country_Region,Date,geo,ConfirmedCases,Fatalities,Country_Province
156,157,,Andorra,2020-04-29,Andorra,713.0,36.0,Andorra
157,158,,Andorra,2020-04-30,Andorra,713.0,36.0,Andorra
158,159,,Andorra,2020-05-01,Andorra,713.0,36.0,Andorra
159,160,,Andorra,2020-05-02,Andorra,713.0,36.0,Andorra
160,161,,Andorra,2020-05-03,Andorra,713.0,36.0,Andorra
161,162,,Andorra,2020-05-04,Andorra,713.0,36.0,Andorra
162,163,,Andorra,2020-05-05,Andorra,713.0,36.0,Andorra
163,164,,Andorra,2020-05-06,Andorra,713.0,36.0,Andorra
164,165,,Andorra,2020-05-07,Andorra,713.0,36.0,Andorra
165,166,,Andorra,2020-05-08,Andorra,713.0,36.0,Andorra
166,167,,Andorra,2020-05-09,Andorra,713.0,36.0,Andorra
167,168,,Andorra,2020-05-10,Andorra,713.0,36.0,Andorra
168,169,,Andorra,2020-05-11,Andorra,713.0,36.0,Andorra
169,170,,Andorra,2020-05-12,Andorra,713.0,36.0,Andorra
170,171,,Andorra,2020-05-13,Andorra,713.0,36.0,Andorra
171,172,,Andorra,2020-05-14,Andorra,713.0,36.0,Andorra
172,173,,Angola,2020-04-02,Angola,8.0,2.0,Angola
173,174,,Angola,2020-04-03,Angola,8.0,2.0,Angola
174,175,,Angola,2020-04-04,Angola,10.0,2.0,Angola
175,176,,Angola,2020-04-05,Angola,14.0,2.0,Angola
176,177,,Angola,2020-04-06,Angola,16.0,2.0,Angola
177,178,,Angola,2020-04-07,Angola,17.0,2.0,Angola
178,179,,Angola,2020-04-08,Angola,19.0,2.0,Angola
179,180,,Angola,2020-04-09,Angola,19.0,2.0,Angola
180,181,,Angola,2020-04-10,Angola,19.0,2.0,Angola
181,182,,Angola,2020-04-11,Angola,19.0,2.0,Angola
182,183,,Angola,2020-04-12,Angola,19.0,2.0,Angola
183,184,,Angola,2020-04-13,Angola,19.0,2.0,Angola
184,185,,Angola,2020-04-14,Angola,19.0,2.0,Angola
185,186,,Angola,2020-04-15,Angola,19.0,2.0,Angola
186,187,,Angola,2020-04-16,Angola,19.0,2.0,Angola
187,188,,Angola,2020-04-17,Angola,19.0,2.0,Angola
188,189,,Angola,2020-04-18,Angola,24.0,2.0,Angola
189,190,,Angola,2020-04-19,Angola,24.0,2.0,Angola
190,191,,Angola,2020-04-20,Angola,24.0,2.0,Angola
191,192,,Angola,2020-04-21,Angola,24.0,2.0,Angola
192,193,,Angola,2020-04-22,Angola,24.0,2.0,Angola
193,194,,Angola,2020-04-23,Angola,24.0,2.0,Angola
194,195,,Angola,2020-04-24,Angola,24.0,2.0,Angola
195,196,,Angola,2020-04-25,Angola,24.0,2.0,Angola
196,197,,Angola,2020-04-26,Angola,24.0,2.0,Angola
197,198,,Angola,2020-04-27,Angola,24.0,2.0,Angola
198,199,,Angola,2020-04-28,Angola,24.0,2.0,Angola
199,200,,Angola,2020-04-29,Angola,24.0,2.0,Angola
200,201,,Angola,2020-04-30,Angola,24.0,2.0,Angola
201,202,,Angola,2020-05-01,Angola,24.0,2.0,Angola
202,203,,Angola,2020-05-02,Angola,24.0,2.0,Angola
203,204,,Angola,2020-05-03,Angola,24.0,2.0,Angola
204,205,,Angola,2020-05-04,Angola,24.0,2.0,Angola
205,206,,Angola,2020-05-05,Angola,24.0,2.0,Angola
206,207,,Angola,2020-05-06,Angola,24.0,2.0,Angola
207,208,,Angola,2020-05-07,Angola,24.0,2.0,Angola
208,209,,Angola,2020-05-08,Angola,24.0,2.0,Angola
209,210,,Angola,2020-05-09,Angola,24.0,2.0,Angola
210,211,,Angola,2020-05-10,Angola,24.0,2.0,Angola
211,212,,Angola,2020-05-11,Angola,24.0,2.0,Angola
212,213,,Angola,2020-05-12,Angola,24.0,2.0,Angola
213,214,,Angola,2020-05-13,Angola,24.0,2.0,Angola
214,215,,Angola,2020-05-14,Angola,24.0,2.0,Angola
215,216,,Antigua and Barbuda,2020-04-02,Antigua and Barbuda,9.0,0.0,Antigua and Barbuda
216,217,,Antigua and Barbuda,2020-04-03,Antigua and Barbuda,15.0,0.0,Antigua and Barbuda
217,218,,Antigua and Barbuda,2020-04-04,Antigua and Barbuda,15.0,0.0,Antigua and Barbuda
218,219,,Antigua and Barbuda,2020-04-05,Antigua and Barbuda,15.0,0.0,Antigua and Barbuda
219,220,,Antigua and Barbuda,2020-04-06,Antigua and Barbuda,15.0,0.0,Antigua and Barbuda
220,221,,Antigua and Barbuda,2020-04-07,Antigua and Barbuda,19.0,1.0,Antigua and Barbuda
221,222,,Antigua and Barbuda,2020-04-08,Antigua and Barbuda,19.0,2.0,Antigua and Barbuda
222,223,,Antigua and Barbuda,2020-04-09,Antigua and Barbuda,19.0,2.0,Antigua and Barbuda
223,224,,Antigua and Barbuda,2020-04-10,Antigua and Barbuda,19.0,2.0,Antigua and Barbuda
224,225,,Antigua and Barbuda,2020-04-11,Antigua and Barbuda,21.0,2.0,Antigua and Barbuda
225,226,,Antigua and Barbuda,2020-04-12,Antigua and Barbuda,21.0,2.0,Antigua and Barbuda
226,227,,Antigua and Barbuda,2020-04-13,Antigua and Barbuda,23.0,2.0,Antigua and Barbuda
227,228,,Antigua and Barbuda,2020-04-14,Antigua and Barbuda,23.0,2.0,Antigua and Barbuda
228,229,,Antigua and Barbuda,2020-04-15,Antigua and Barbuda,23.0,2.0,Antigua and Barbuda
229,230,,Antigua and Barbuda,2020-04-16,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
230,231,,Antigua and Barbuda,2020-04-17,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
231,232,,Antigua and Barbuda,2020-04-18,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
232,233,,Antigua and Barbuda,2020-04-19,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
233,234,,Antigua and Barbuda,2020-04-20,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
234,235,,Antigua and Barbuda,2020-04-21,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
235,236,,Antigua and Barbuda,2020-04-22,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
236,237,,Antigua and Barbuda,2020-04-23,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
237,238,,Antigua and Barbuda,2020-04-24,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
238,239,,Antigua and Barbuda,2020-04-25,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
239,240,,Antigua and Barbuda,2020-04-26,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
240,241,,Antigua and Barbuda,2020-04-27,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
241,242,,Antigua and Barbuda,2020-04-28,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
242,243,,Antigua and Barbuda,2020-04-29,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
243,244,,Antigua and Barbuda,2020-04-30,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
244,245,,Antigua and Barbuda,2020-05-01,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
245,246,,Antigua and Barbuda,2020-05-02,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
246,247,,Antigua and Barbuda,2020-05-03,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
247,248,,Antigua and Barbuda,2020-05-04,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
248,249,,Antigua and Barbuda,2020-05-05,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
249,250,,Antigua and Barbuda,2020-05-06,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
250,251,,Antigua and Barbuda,2020-05-07,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
251,252,,Antigua and Barbuda,2020-05-08,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
252,253,,Antigua and Barbuda,2020-05-09,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
253,254,,Antigua and Barbuda,2020-05-10,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
254,255,,Antigua and Barbuda,2020-05-11,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
255,256,,Antigua and Barbuda,2020-05-12,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
256,257,,Antigua and Barbuda,2020-05-13,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
257,258,,Antigua and Barbuda,2020-05-14,Antigua and Barbuda,23.0,3.0,Antigua and Barbuda
258,259,,Argentina,2020-04-02,Argentina,1133.0,36.0,Argentina
259,260,,Argentina,2020-04-03,Argentina,1265.0,39.0,Argentina
260,261,,Argentina,2020-04-04,Argentina,1451.0,43.0,Argentina
261,262,,Argentina,2020-04-05,Argentina,1451.0,44.0,Argentina
262,263,,Argentina,2020-04-06,Argentina,1554.0,48.0,Argentina
263,264,,Argentina,2020-04-07,Argentina,1628.0,56.0,Argentina
264,265,,Argentina,2020-04-08,Argentina,1715.0,63.0,Argentina
265,266,,Argentina,2020-04-09,Argentina,1795.0,72.0,Argentina
266,267,,Argentina,2020-04-10,Argentina,1975.0,82.0,Argentina
267,268,,Argentina,2020-04-11,Argentina,1975.0,83.0,Argentina
268,269,,Argentina,2020-04-12,Argentina,2142.0,90.0,Argentina
269,270,,Argentina,2020-04-13,Argentina,2208.0,97.0,Argentina
270,271,,Argentina,2020-04-14,Argentina,2277.0,102.0,Argentina
271,272,,Argentina,2020-04-15,Argentina,2443.0,111.0,Argentina
272,273,,Argentina,2020-04-16,Argentina,2571.0,115.0,Argentina
273,274,,Argentina,2020-04-17,Argentina,2669.0,123.0,Argentina
274,275,,Argentina,2020-04-18,Argentina,2758.0,129.0,Argentina
275,276,,Argentina,2020-04-19,Argentina,2839.0,132.0,Argentina
276,277,,Argentina,2020-04-20,Argentina,2839.0,132.0,Argentina
277,278,,Argentina,2020-04-21,Argentina,2839.0,132.0,Argentina
278,279,,Argentina,2020-04-22,Argentina,2839.0,132.0,Argentina
279,280,,Argentina,2020-04-23,Argentina,2839.0,132.0,Argentina
280,281,,Argentina,2020-04-24,Argentina,2839.0,132.0,Argentina
281,282,,Argentina,2020-04-25,Argentina,2839.0,132.0,Argentina
282,283,,Argentina,2020-04-26,Argentina,2839.0,132.0,Argentina
283,284,,Argentina,2020-04-27,Argentina,2839.0,132.0,Argentina
284,285,,Argentina,2020-04-28,Argentina,2839.0,132.0,Argentina
285,286,,Argentina,2020-04-29,Argentina,2839.0,132.0,Argentina
286,287,,Argentina,2020-04-30,Argentina,2839.0,132.0,Argentina
287,288,,Argentina,2020-05-01,Argentina,2839.0,132.0,Argentina
288,289,,Argentina,2020-05-02,Argentina,2839.0,132.0,Argentina
289,290,,Argentina,2020-05-03,Argentina,2839.0,132.0,Argentina
290,291,,Argentina,2020-05-04,Argentina,2839.0,132.0,Argentina
291,292,,Argentina,2020-05-05,Argentina,2839.0,132.0,Argentina
292,293,,Argentina,2020-05-06,Argentina,2839.0,132.0,Argentina
293,294,,Argentina,2020-05-07,Argentina,2839.0,132.0,Argentina
294,295,,Argentina,2020-05-08,Argentina,2839.0,132.0,Argentina
295,296,,Argentina,2020-05-09,Argentina,2839.0,132.0,Argentina
296,297,,Argentina,2020-05-10,Argentina,2839.0,132.0,Argentina
297,298,,Argentina,2020-05-11,Argentina,2839.0,132.0,Argentina
298,299,,Argentina,2020-05-12,Argentina,2839.0,132.0,Argentina
299,300,,Argentina,2020-05-13,Argentina,2839.0,132.0,Argentina
300,301,,Argentina,2020-05-14,Argentina,2839.0,132.0,Argentina
301,302,,Armenia,2020-04-02,Armenia,663.0,7.0,Armenia
302,303,,Armenia,2020-04-03,Armenia,736.0,7.0,Armenia
303,304,,Armenia,2020-04-04,Armenia,770.0,7.0,Armenia
304,305,,Armenia,2020-04-05,Armenia,822.0,7.0,Armenia
305,306,,Armenia,2020-04-06,Armenia,833.0,8.0,Armenia
306,307,,Armenia,2020-04-07,Armenia,853.0,8.0,Armenia
307,308,,Armenia,2020-04-08,Armenia,881.0,9.0,Armenia
308,309,,Armenia,2020-04-09,Armenia,921.0,10.0,Armenia
309,310,,Armenia,2020-04-10,Armenia,937.0,12.0,Armenia
310,311,,Armenia,2020-04-11,Armenia,967.0,13.0,Armenia
311,312,,Armenia,2020-04-12,Armenia,1013.0,13.0,Armenia
312,313,,Armenia,2020-04-13,Armenia,1039.0,14.0,Armenia
313,314,,Armenia,2020-04-14,Armenia,1067.0,16.0,Armenia
314,315,,Armenia,2020-04-15,Armenia,1111.0,17.0,Armenia
315,316,,Armenia,2020-04-16,Armenia,1159.0,18.0,Armenia
316,317,,Armenia,2020-04-17,Armenia,1201.0,19.0,Armenia
317,318,,Armenia,2020-04-18,Armenia,1248.0,20.0,Armenia
318,319,,Armenia,2020-04-19,Armenia,1291.0,20.0,Armenia
319,320,,Armenia,2020-04-20,Armenia,1291.0,20.0,Armenia
320,321,,Armenia,2020-04-21,Armenia,1291.0,20.0,Armenia
321,322,,Armenia,2020-04-22,Armenia,1291.0,20.0,Armenia
322,323,,Armenia,2020-04-23,Armenia,1291.0,20.0,Armenia
323,324,,Armenia,2020-04-24,Armenia,1291.0,20.0,Armenia
324,325,,Armenia,2020-04-25,Armenia,1291.0,20.0,Armenia
325,326,,Armenia,2020-04-26,Armenia,1291.0,20.0,Armenia
326,327,,Armenia,2020-04-27,Armenia,1291.0,20.0,Armenia
327,328,,Armenia,2020-04-28,Armenia,1291.0,20.0,Armenia
328,329,,Armenia,2020-04-29,Armenia,1291.0,20.0,Armenia
329,330,,Armenia,2020-04-30,Armenia,1291.0,20.0,Armenia
330,331,,Armenia,2020-05-01,Armenia,1291.0,20.0,Armenia
331,332,,Armenia,2020-05-02,Armenia,1291.0,20.0,Armenia
332,333,,Armenia,2020-05-03,Armenia,1291.0,20.0,Armenia
333,334,,Armenia,2020-05-04,Armenia,1291.0,20.0,Armenia
334,335,,Armenia,2020-05-05,Armenia,1291.0,20.0,Armenia
335,336,,Armenia,2020-05-06,Armenia,1291.0,20.0,Armenia
336,337,,Armenia,2020-05-07,Armenia,1291.0,20.0,Armenia
337,338,,Armenia,2020-05-08,Armenia,1291.0,20.0,Armenia
338,339,,Armenia,2020-05-09,Armenia,1291.0,20.0,Armenia
339,340,,Armenia,2020-05-10,Armenia,1291.0,20.0,Armenia
340,341,,Armenia,2020-05-11,Armenia,1291.0,20.0,Armenia
341,342,,Armenia,2020-05-12,Armenia,1291.0,20.0,Armenia
342,343,,Armenia,2020-05-13,Armenia,1291.0,20.0,Armenia
343,344,,Armenia,2020-05-14,Armenia,1291.0,20.0,Armenia
344,345,Australian Capital Territory,Australia,2020-04-02,AustraliaAustralian Capital Territory,87.0,1.0,"Australian Capital Territory, Australia"
345,346,Australian Capital Territory,Australia,2020-04-03,AustraliaAustralian Capital Territory,91.0,1.0,"Australian Capital Territory, Australia"
346,347,Australian Capital Territory,Australia,2020-04-04,AustraliaAustralian Capital Territory,93.0,2.0,"Australian Capital Territory, Australia"
347,348,Australian Capital Territory,Australia,2020-04-05,AustraliaAustralian Capital Territory,96.0,2.0,"Australian Capital Territory, Australia"
348,349,Australian Capital Territory,Australia,2020-04-06,AustraliaAustralian Capital Territory,96.0,2.0,"Australian Capital Territory, Australia"
349,350,Australian Capital Territory,Australia,2020-04-07,AustraliaAustralian Capital Territory,96.0,2.0,"Australian Capital Territory, Australia"
350,351,Australian Capital Territory,Australia,2020-04-08,AustraliaAustralian Capital Territory,99.0,2.0,"Australian Capital Territory, Australia"
351,352,Australian Capital Territory,Australia,2020-04-09,AustraliaAustralian Capital Territory,100.0,2.0,"Australian Capital Territory, Australia"
352,353,Australian Capital Territory,Australia,2020-04-10,AustraliaAustralian Capital Territory,103.0,2.0,"Australian Capital Territory, Australia"
353,354,Australian Capital Territory,Australia,2020-04-11,AustraliaAustralian Capital Territory,103.0,2.0,"Australian Capital Territory, Australia"
354,355,Australian Capital Territory,Australia,2020-04-12,AustraliaAustralian Capital Territory,103.0,2.0,"Australian Capital Territory, Australia"
355,356,Australian Capital Territory,Australia,2020-04-13,AustraliaAustralian Capital Territory,102.0,2.0,"Australian Capital Territory, Australia"
356,357,Australian Capital Territory,Australia,2020-04-14,AustraliaAustralian Capital Territory,103.0,2.0,"Australian Capital Territory, Australia"
357,358,Australian Capital Territory,Australia,2020-04-15,AustraliaAustralian Capital Territory,103.0,3.0,"Australian Capital Territory, Australia"
358,359,Australian Capital Territory,Australia,2020-04-16,AustraliaAustralian Capital Territory,103.0,3.0,"Australian Capital Territory, Australia"
